18.5823,-0.1006,1.917,-2.731399999999616
17.6029,-0.4658,1.8647,-2.758599999999858
16.5194,-0.8204,1.7964,-2.79529999999915
15.5304,-1.0683,1.6857,-2.831399999999596
14.4029,-1.392,1.6891,-2.8769000000001013
13.343,-1.6056,1.629,-2.9187999999994614
12.1324,-1.7882,1.5459,-2.9623000000001043
11.0082,-1.9127,1.4919,-3.0053999999999528
9.9825,-1.9991,1.4366,-3.0386000000000357
8.7695,-2.0188,1.3677,-3.0856999999999633
7.7279,-2.0494,1.2835,-3.122100000000007
6.677,-2.0044,1.2583,3.125899999999996
5.6152,-1.9119,1.1624,3.0807999999999547
4.5767,-1.7968,1.1319,3.023100000000008
3.5939,-1.5726,1.0709,2.9481999999998907
2.5599,-1.3617,1.0073,2.873099999999349
1.5352,-1.0525,0.9372,2.8041999999996734
0.5575,-0.6867,0.9008,2.739800000000587
-0.5215,-0.1168,0.8273,2.6598999999988253
-1.5183,0.5154,0.7422,2.585499999999689
-2.5668,1.1857,0.6468,2.505199999999765
-3.371,1.8118,0.5814,2.437999999999716
-4.1252,2.4951,0.5011,2.3514999999999606
-4.7803,3.2998,0.4317,2.251899999999475
-5.4865,4.2466,0.4,2.088100000000432
-6.1627,5.2986,0.3772,1.8789999999998113
-6.5431,6.3887,0.3161,1.7092999999989809
-6.5982,7.5075,0.2587,1.5340999999989995
-6.4658,8.7207,0.2392,1.3114000000009196
-6.1309,9.6912,0.1923,1.0788999999993925
-5.814,10.6621,0.1562,0.9106999999999222
-5.0999,11.5741,0.198,0.7594999999996446
-4.231,12.2941,0.2517,0.6082999999992527
-3.3027,12.8061,0.2601,0.4989999999993377
-2.2996,13.3991,0.355,0.43420000000031006
-1.1437,13.8183,0.3851,0.40359999999956553
0.0466,14.2605,0.4603,0.388999999999497
1.026,14.6107,0.5404,0.3833999999997496
2.0331,14.9719,0.5994,0.3761000000005665
3.0959,15.3267,0.6673,0.3665999999997223
4.0581,15.6389,0.7038,0.357799999999682
5.0816,15.96,0.7695,0.3480000000005886
6.0861,16.2388,0.8362,0.3403999999992725
7.3077,16.6437,0.9008,0.3247000000005988
8.3065,16.9484,0.9994,0.313100000000684
9.3468,17.2339,1.0939,0.2970000000001076
10.4225,17.4959,1.1265,0.2782000000001165
11.4929,17.707,1.1745,0.2452999999991163
12.7278,17.9654,1.2696,0.19790000000006094
13.8239,18.2032,1.3624,0.13139999999999158
15.0089,18.2654,1.4164,0.03310000000009515
16.0333,18.2674,1.4964,-0.06379999999996588
17.0387,18.1363,1.5563,-0.17019999999998944
18.1804,17.8773,1.6658,-0.31990000000007324
19.2442,17.5957,1.7895,-0.45829999999961385
20.243,16.9884,1.8428,-0.5951000000003203
21.0586,16.3732,1.9174,-0.7163000000002099
21.8151,15.5929,1.9829,-0.8250000000003681
22.4817,14.7813,2.0611,-0.93029999999985
23.1269,13.8423,2.115,-1.0356999999994976
23.7013,12.8443,2.1792,-1.1311999999997657
24.0966,11.8622,2.2177,-1.222399999999303
24.3302,10.7692,2.2253,-1.3173999999999644
24.4664,9.6994,2.1941,-1.4245000000002173
24.713,8.5143,2.2356,-1.5509999999999484
24.67,7.3907,2.2119,-1.6701000000004418
24.4691,6.2895,2.2405,-1.7855000000000902
24.1418,5.2507,2.2695,-1.9052000000005427
23.6646,4.3326,2.236,-2.039999999999023
23.2215,3.3197,2.1929,-2.171100000000219
22.5403,2.4461,2.156,-2.2797000000002607
21.8149,1.6579,2.133,-2.3844999999998677
20.8341,0.9279,2.0607,-2.505700000000945
19.8934,0.2885,2.0179,-2.611999999999477
